identity_line_item_id,identity_time_interval,bill_bill_type,bill_billing_entity,bill_billing_period_end_date,bill_billing_period_start_date,bill_invoice_id,bill_invoicing_entity,bill_payer_account_id,bill_payer_account_name,line_item_availability_zone,line_item_blended_cost,line_item_blended_rate,line_item_currency_code,line_item_line_item_description,line_item_line_item_type,line_item_net_unblended_cost,line_item_net_unblended_rate,line_item_operation,line_item_product_code,line_item_resource_id,line_item_usage_account_id,line_item_usage_account_name,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,line_item_usage_type,pricing_public_on_demand_cost,pricing_public_on_demand_rate,pricing_term,pricing_unit,product_product_name,product_region,product_instance_type,product_instance_type_family,product_operating_system,product_vcpu,product_memory,resource_tags
lid-00001321,2025-11-06T00:00:00Z/2025-11-07T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,5.9981350531,0.1908333333,USD,$0.1908 per Hrs for cache.r5.large in ap-southeast-1,Usage,5.6982283004,0.1812916667,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:ap-southeast-1:111222333444:cache-r5-large-6132,111222333444,Production,31.4312753874,2025-11-07T00:00:00Z,2025-11-06T00:00:00Z,APS1-NodeUsage:cache.r5.large,6.8978553110,0.2194583333,OnDemand,Hrs,Amazon ElastiCache,ap-southeast-1,cache.r5.large,Memory optimized,,2,13.07 GiB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00001891,2025-11-22T00:00:00Z/2025-11-23T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1b,0.9362142151,0.0625000000,USD,$0.0625 per Lambda-GB-Second for Function in eu-central-1,Usage,0.8894035043,0.0593750000,Invoke,AWSLambda,arn:aws:lambda:eu-central-1:555666777888:Function-9314,555666777888,Staging,14.9794274409,2025-11-23T00:00:00Z,2025-11-22T00:00:00Z,EUC1-Lambda-GB-Second:Function,1.0766463473,0.0718750000,OnDemand,Lambda-GB-Second,AWS Lambda,eu-central-1,Function,,,,1024 MB,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00001702,2025-11-17T00:00:00Z/2025-11-18T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,2.3322940400,0.1041666667,USD,$0.1042 per GB for Distribution in eu-west-1,Usage,2.2156793380,0.0989583333,GET,AmazonCloudFront,arn:aws:cloudfront:eu-west-1:555666777888:Distribution-7559,555666777888,Staging,22.3900227839,2025-11-18T00:00:00Z,2025-11-17T00:00:00Z,EUW1-DataTransfer-Out-Bytes:Distribution,2.6821381460,0.1197916667,OnDemand,GB,Amazon CloudFront,eu-west-1,Distribution,,,,,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00000576,2025-10-17T00:00:00Z/2025-10-18T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,9.4381248633,0.3840000000,USD,$0.3840 per Hrs for m5.2xlarge in eu-west-1,Usage,8.9662186202,0.3648000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-west-1:555666777888:m5-2xlarge-7503,555666777888,Staging,24.5784501649,2025-10-18T00:00:00Z,2025-10-17T00:00:00Z,EUW1-BoxUsage:m5.2xlarge,10.8538435928,0.4416000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-west-1,m5.2xlarge,General purpose,Linux,8,32 GiB,{}
lid-00001668,2025-11-16T00:00:00Z/2025-11-17T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.0705157595,0.0100000000,USD,$0.0100 per GB-Mo for Glacier in eu-west-1,Usage,0.0669899715,0.0095000000,PutObject,AmazonS3,arn:aws:s3:eu-west-1:999000111222:Glacier-8166,999000111222,Data Platform,7.0515759524,2025-11-17T00:00:00Z,2025-11-16T00:00:00Z,EUW1-TimedStorage-ByteHrs:Glacier,0.0810931235,0.0115000000,OnDemand,GB-Mo,Amazon Simple Storage Service,eu-west-1,Glacier,,,,,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00003095,2025-12-26T00:00:00Z/2025-12-27T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.0914145444,0.0100000000,USD,$0.0100 per GB-Mo for Glacier in ap-southeast-1,Usage,0.0868438172,0.0095000000,PutObject,AmazonS3,arn:aws:s3:ap-southeast-1:555666777888:Glacier-3824,555666777888,Staging,9.1414544446,2025-12-27T00:00:00Z,2025-12-26T00:00:00Z,APS1-TimedStorage-ByteHrs:Glacier,0.1051267261,0.0115000000,OnDemand,GB-Mo,Amazon Simple Storage Service,ap-southeast-1,Glacier,,,,,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00000452,2025-10-13T00:00:00Z/2025-10-14T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,6.8269913197,0.3000000000,USD,$0.3000 per Hrs for Cluster in eu-west-1,Usage,6.4856417537,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:eu-west-1:555666777888:Cluster-2560,555666777888,Staging,22.7566377323,2025-10-14T00:00:00Z,2025-10-13T00:00:00Z,EUW1-AmazonEKS-Hours:perCluster:Cluster,7.8510400176,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,eu-west-1,Cluster,,,,,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00000232,2025-10-07T00:00:00Z/2025-10-08T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.6048628059,0.0208333333,USD,$0.0208 per GB-Mo for Standard in eu-central-1,Usage,0.5746196656,0.0197916667,PutObject,AmazonS3,arn:aws:s3:eu-central-1:555666777888:Standard-6482,555666777888,Staging,29.0334146842,2025-10-08T00:00:00Z,2025-10-07T00:00:00Z,EUC1-TimedStorage-ByteHrs:Standard,0.6955922268,0.0239583333,OnDemand,GB-Mo,Amazon Simple Storage Service,eu-central-1,Standard,,,,,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00000156,2025-10-05T00:00:00Z/2025-10-06T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,5.6481867398,0.2400000000,USD,$0.2400 per Hrs for db.r5.large in eu-west-1,Usage,5.3657774028,0.2280000000,CreateDBInstance,AmazonRDS,arn:aws:rds:eu-west-1:111222333444:db-r5-large-2612,111222333444,Production,23.5341114159,2025-10-06T00:00:00Z,2025-10-05T00:00:00Z,EUW1-InstanceUsage:db.r5.large,6.4954147508,0.2760000000,OnDemand,Hrs,Amazon Relational Database Service,eu-west-1,db.r5.large,Memory optimized,,2,16 GiB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00000988,2025-10-28T00:00:00Z/2025-10-29T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,3.9774188457,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in eu-west-1,Usage,3.7785479034,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:eu-west-1:555666777888:db-m5-large-9039,555666777888,Staging,22.8587289983,2025-10-29T00:00:00Z,2025-10-28T00:00:00Z,EUW1-InstanceUsage:db.m5.large,4.5740316726,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,eu-west-1,db.m5.large,General purpose,,2,8 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001925,2025-11-23T00:00:00Z/2025-11-24T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,0.8022933292,0.0500000000,USD,$0.0500 per ReadRequestUnits for PayPerRequest in us-east-1,Usage,0.7621786627,0.0475000000,GetItem,AmazonDynamoDB,arn:aws:dynamodb:us-east-1:555666777888:PayPerRequest-6109,555666777888,Staging,16.0458665840,2025-11-24T00:00:00Z,2025-11-23T00:00:00Z,USE1-PayPerRequestThroughput:PayPerRequest,0.9226373286,0.0575000000,OnDemand,ReadRequestUnits,Amazon DynamoDB,us-east-1,PayPerRequest,,,,,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00000118,2025-10-04T00:00:00Z/2025-10-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,3.9345991158,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in us-west-2,Usage,3.7378691600,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:us-west-2:111222333444:db-m5-large-2869,111222333444,Production,22.6126385967,2025-10-05T00:00:00Z,2025-10-04T00:00:00Z,USW2-InstanceUsage:db.m5.large,4.5247889832,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,us-west-2,db.m5.large,General purpose,,2,8 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00002541,2025-12-11T00:00:00Z/2025-12-12T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,6.7828022285,0.2400000000,USD,$0.2400 per Hrs for db.r5.large in us-east-1,Usage,6.4436621171,0.2280000000,CreateDBInstance,AmazonRDS,arn:aws:rds:us-east-1:555666777888:db-r5-large-9199,555666777888,Staging,28.2616759522,2025-12-12T00:00:00Z,2025-12-11T00:00:00Z,USE1-InstanceUsage:db.r5.large,7.8002225628,0.2760000000,OnDemand,Hrs,Amazon Relational Database Service,us-east-1,db.r5.large,Memory optimized,,2,16 GiB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00000302,2025-10-09T00:00:00Z/2025-10-10T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1a,6.1875994694,0.2400000000,USD,$0.2400 per Hrs for db.r5.large in eu-west-1,Usage,5.8782194959,0.2280000000,CreateDBInstance,AmazonRDS,arn:aws:rds:eu-west-1:555666777888:db-r5-large-7442,555666777888,Staging,25.7816644557,2025-10-10T00:00:00Z,2025-10-09T00:00:00Z,EUW1-InstanceUsage:db.r5.large,7.1157393898,0.2760000000,OnDemand,Hrs,Amazon Relational Database Service,eu-west-1,db.r5.large,Memory optimized,,2,16 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001933,2025-11-23T00:00:00Z/2025-11-24T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,19.7732472524,0.6620833333,USD,$0.6621 per Hrs for ml.g4dn.xlarge in us-east-1,Usage,18.7845848898,0.6289791667,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:us-east-1:111222333444:ml-g4dn-xlarge-3348,111222333444,Production,29.8651940879,2025-11-24T00:00:00Z,2025-11-23T00:00:00Z,USE1-Notebook:ml.g4dn.xlarge,22.7392343403,0.7613958333,OnDemand,Hrs,Amazon SageMaker,us-east-1,ml.g4dn.xlarge,Accelerated computing,,4,16 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001690,2025-11-17T00:00:00Z/2025-11-18T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,3.9328354576,0.1700000000,USD,$0.1700 per Hrs for c5.xlarge in us-east-1,Usage,3.7361936847,0.1615000000,RunInstances,AmazonEC2,arn:aws:ec2:us-east-1:555666777888:c5-xlarge-9378,555666777888,Staging,23.1343262211,2025-11-18T00:00:00Z,2025-11-17T00:00:00Z,USE1-BoxUsage:c5.xlarge,4.5227607762,0.1955000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-east-1,c5.xlarge,Compute optimized,Linux,4,8 GiB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00002662,2025-12-14T00:00:00Z/2025-12-15T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,1.4546662528,0.1041666667,USD,$0.1042 per GB for Distribution in us-east-1,Usage,1.3819329402,0.0989583333,GET,AmazonCloudFront,arn:aws:cloudfront:us-east-1:555666777888:Distribution-4352,555666777888,Staging,13.9647960269,2025-12-15T00:00:00Z,2025-12-14T00:00:00Z,USE1-DataTransfer-Out-Bytes:Distribution,1.6728661907,0.1197916667,OnDemand,GB,Amazon CloudFront,us-east-1,Distribution,,,,,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00000113,2025-10-04T00:00:00Z/2025-10-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2c,5.7373778247,0.2400000000,USD,$0.2400 per Hrs for db.r5.large in us-west-2,Usage,5.4505089335,0.2280000000,CreateDBInstance,AmazonRDS,arn:aws:rds:us-west-2:111222333444:db-r5-large-9595,111222333444,Production,23.9057409362,2025-10-05T00:00:00Z,2025-10-04T00:00:00Z,USW2-InstanceUsage:db.r5.large,6.5979844984,0.2760000000,OnDemand,Hrs,Amazon Relational Database Service,us-west-2,db.r5.large,Memory optimized,,2,16 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002142,2025-11-29T00:00:00Z/2025-11-30T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,3.9307024857,0.1600000000,USD,$0.1600 per Hrs for cache.m5.large in ap-southeast-1,Usage,3.7341673614,0.1520000000,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:ap-southeast-1:111222333444:cache-m5-large-9838,111222333444,Production,24.5668905358,2025-11-30T00:00:00Z,2025-11-29T00:00:00Z,APS1-NodeUsage:cache.m5.large,4.5203078586,0.1840000000,OnDemand,Hrs,Amazon ElastiCache,ap-southeast-1,cache.m5.large,General purpose,,2,6.38 GiB,{}
lid-00000746,2025-10-21T00:00:00Z/2025-10-22T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1c,0.9396026886,0.0500000000,USD,$0.0500 per ReadRequestUnits for PayPerRequest in us-east-1,Usage,0.8926225542,0.0475000000,GetItem,AmazonDynamoDB,arn:aws:dynamodb:us-east-1:555666777888:PayPerRequest-4767,555666777888,Staging,18.7920537724,2025-10-22T00:00:00Z,2025-10-21T00:00:00Z,USE1-PayPerRequestThroughput:PayPerRequest,1.0805430919,0.0575000000,OnDemand,ReadRequestUnits,Amazon DynamoDB,us-east-1,PayPerRequest,,,,,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00000825,2025-10-23T00:00:00Z/2025-10-24T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,0.1550376634,0.0100000000,USD,$0.0100 per Requests for Topic in eu-west-1,Usage,0.1472857803,0.0095000000,Publish,AmazonSNS,arn:aws:sns:eu-west-1:555666777888:Topic-6299,555666777888,Staging,15.5037663446,2025-10-24T00:00:00Z,2025-10-23T00:00:00Z,EUW1-DeliveryAttempts-SMTP:Topic,0.1782933130,0.0115000000,OnDemand,Requests,Amazon Simple Notification Service,eu-west-1,Topic,,,,,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00000527,2025-10-15T00:00:00Z/2025-10-16T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,7.4884987106,0.3000000000,USD,$0.3000 per Hrs for Cluster in eu-west-1,Usage,7.1140737751,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:eu-west-1:999000111222:Cluster-7363,999000111222,Data Platform,24.9616623686,2025-10-16T00:00:00Z,2025-10-15T00:00:00Z,EUW1-AmazonEKS-Hours:perCluster:Cluster,8.6117735172,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,eu-west-1,Cluster,,,,,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002292,2025-12-04T00:00:00Z/2025-12-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1a,4.6706638975,0.1920000000,USD,$0.1920 per Hrs for m5.xlarge in ap-southeast-1,Usage,4.4371307026,0.1824000000,RunInstances,AmazonEC2,arn:aws:ec2:ap-southeast-1:111222333444:m5-xlarge-4239,111222333444,Production,24.3263744660,2025-12-05T00:00:00Z,2025-12-04T00:00:00Z,APS1-BoxUsage:m5.xlarge,5.3712634821,0.2208000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,ap-southeast-1,m5.xlarge,General purpose,Linux,4,16 GiB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00000183,2025-10-05T00:00:00Z/2025-10-06T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1b,0.0924038118,0.0100000000,USD,$0.0100 per Requests for Topic in us-east-1,Usage,0.0877836212,0.0095000000,Publish,AmazonSNS,arn:aws:sns:us-east-1:555666777888:Topic-2501,555666777888,Staging,9.2403811792,2025-10-06T00:00:00Z,2025-10-05T00:00:00Z,USE1-DeliveryAttempts-SMTP:Topic,0.1062643836,0.0115000000,OnDemand,Requests,Amazon Simple Notification Service,us-east-1,Topic,,,,,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00002413,2025-12-07T00:00:00Z/2025-12-08T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1b,0.8206197269,0.0500000000,USD,$0.0500 per ReadRequestUnits for PayPerRequest in eu-west-1,Usage,0.7795887406,0.0475000000,GetItem,AmazonDynamoDB,arn:aws:dynamodb:eu-west-1:555666777888:PayPerRequest-7402,555666777888,Staging,16.4123945386,2025-12-08T00:00:00Z,2025-12-07T00:00:00Z,EUW1-PayPerRequestThroughput:PayPerRequest,0.9437126860,0.0575000000,OnDemand,ReadRequestUnits,Amazon DynamoDB,eu-west-1,PayPerRequest,,,,,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001745,2025-11-18T00:00:00Z/2025-11-19T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,1.6207562568,0.0625000000,USD,$0.0625 per Lambda-GB-Second for Function in ap-southeast-1,Usage,1.5397184439,0.0593750000,Invoke,AWSLambda,arn:aws:lambda:ap-southeast-1:999000111222:Function-6685,999000111222,Data Platform,25.9321001085,2025-11-19T00:00:00Z,2025-11-18T00:00:00Z,APS1-Lambda-GB-Second:Function,1.8638696953,0.0718750000,OnDemand,Lambda-GB-Second,AWS Lambda,ap-southeast-1,Function,,,,1024 MB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00003172,2025-12-28T00:00:00Z/2025-12-29T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.0591087179,0.0100000000,USD,$0.0100 per GB-Mo for Glacier in eu-central-1,Usage,0.0561532820,0.0095000000,PutObject,AmazonS3,arn:aws:s3:eu-central-1:555666777888:Glacier-6313,555666777888,Staging,5.9108717939,2025-12-29T00:00:00Z,2025-12-28T00:00:00Z,EUC1-TimedStorage-ByteHrs:Glacier,0.0679750256,0.0115000000,OnDemand,GB-Mo,Amazon Simple Storage Service,eu-central-1,Glacier,,,,,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00000299,2025-10-09T00:00:00Z/2025-10-10T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,3.0578961860,0.1260000000,USD,$0.1260 per Hrs for r5.large in ap-southeast-1,Usage,2.9050013767,0.1197000000,RunInstances,AmazonEC2,arn:aws:ec2:ap-southeast-1:111222333444:r5-large-5061,111222333444,Production,24.2690173492,2025-10-10T00:00:00Z,2025-10-09T00:00:00Z,APS1-BoxUsage:r5.large,3.5165806139,0.1449000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,ap-southeast-1,r5.large,Memory optimized,Linux,2,16 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00001383,2025-11-08T00:00:00Z/2025-11-09T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.3089435473,0.0208333333,USD,$0.0208 per GB-Mo for Standard in eu-central-1,Usage,0.2934963699,0.0197916667,PutObject,AmazonS3,arn:aws:s3:eu-central-1:555666777888:Standard-8476,555666777888,Staging,14.8292902706,2025-11-09T00:00:00Z,2025-11-08T00:00:00Z,EUC1-TimedStorage-ByteHrs:Standard,0.3552850794,0.0239583333,OnDemand,GB-Mo,Amazon Simple Storage Service,eu-central-1,Standard,,,,,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001742,2025-11-18T00:00:00Z/2025-11-19T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1b,0.9668222380,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in eu-central-1,Usage,0.9184811261,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:eu-central-1:999000111222:Function-9927,999000111222,Data Platform,29.0046671403,2025-11-19T00:00:00Z,2025-11-18T00:00:00Z,EUC1-Lambda-GB-Second:Function,1.1118455737,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,eu-central-1,Function,,,,512 MB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00001310,2025-11-06T00:00:00Z/2025-11-07T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1c,4.4349259074,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in ap-southeast-1,Usage,4.2131796120,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:ap-southeast-1:111222333444:db-m5-large-5494,111222333444,Production,25.4880799276,2025-11-07T00:00:00Z,2025-11-06T00:00:00Z,APS1-InstanceUsage:db.m5.large,5.1001647935,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,ap-southeast-1,db.m5.large,General purpose,,2,8 GiB,{}
lid-00000163,2025-10-05T00:00:00Z/2025-10-06T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.0553587774,0.0100000000,USD,$0.0100 per GB-Mo for Glacier in eu-west-1,Usage,0.0525908385,0.0095000000,PutObject,AmazonS3,arn:aws:s3:eu-west-1:999000111222:Glacier-5097,999000111222,Data Platform,5.5358777407,2025-10-06T00:00:00Z,2025-10-05T00:00:00Z,EUW1-TimedStorage-ByteHrs:Glacier,0.0636625940,0.0115000000,OnDemand,GB-Mo,Amazon Simple Storage Service,eu-west-1,Glacier,,,,,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
